pair_id,system_id,assay_id,construct_i,construct_j,y_i,y_j,delta,rank_direction,uncertainty,tie,study,endpoint,rank_direction_source,architecture_i,architecture_j,same_system,comparable_assay,training_status
PAIR00051,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_03,CON_DUEBER_07,4.63226822,4.169925,0.46234322000000017,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00052,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_03,CON_DUEBER_08,4.63226822,1.96347412,2.6687941000000004,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00053,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_03,CON_DUEBER_09,4.63226822,0.378511623,4.253756597000001,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00054,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_04,CON_DUEBER_05,3.54843662,6.26678654,-2.71834992,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00055,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_04,CON_DUEBER_06,3.54843662,2.94485845,0.60357817,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00056,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_04,CON_DUEBER_07,3.54843662,4.169925,-0.6214883800000002,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00057,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_04,CON_DUEBER_08,3.54843662,1.96347412,1.5849624999999998,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00058,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_04,CON_DUEBER_09,3.54843662,0.378511623,3.169924997,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00059,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_05,CON_DUEBER_06,6.26678654,2.94485845,3.32192809,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00060,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_05,CON_DUEBER_07,6.26678654,4.169925,2.09686154,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00061,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_05,CON_DUEBER_08,6.26678654,1.96347412,4.30331242,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00062,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_05,CON_DUEBER_09,6.26678654,0.378511623,5.888274917,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00063,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_06,CON_DUEBER_07,2.94485845,4.169925,-1.2250665500000002,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00064,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_06,CON_DUEBER_08,2.94485845,1.96347412,0.9813843299999998,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00065,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_06,CON_DUEBER_09,2.94485845,0.378511623,2.566346827,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00066,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_07,CON_DUEBER_08,4.169925,1.96347412,2.2064508800000002,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00067,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_07,CON_DUEBER_09,4.169925,0.378511623,3.791413377,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00068,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_08,CON_DUEBER_09,1.96347412,0.378511623,1.584962497,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00069,SYS_EXT_LGTA_B4GALT,EXT_GLYCAN_FIG7_SYS_EXT_LGTA_B4GALT,EXT_LGTA_B4GALT_FREE,EXT_LGTA_B4GALT_IMM,0.0,-0.984569959430394,0.984569959430394,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_EXT_GLYCAN2025,LNnT yield at 24 h,I_GT_J,N/N|none|none|OTHER_PROTEIN_RECRUITMENT,N/N|SpyCatcher003|SpyCatcher003|SPYTAG_SPYCATCHER,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00070,SYS_EXT_LGTA_WBGO,EXT_GLYCAN_FIG7_SYS_EXT_LGTA_WBGO,EXT_LGTA_WBGO_FREE,EXT_LGTA_WBGO_IMM,0.0,-0.37550913509220635,0.37550913509220635,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_EXT_GLYCAN2025,LNT yield at 24 h,I_GT_J,N/N|none|none|OTHER_PROTEIN_RECRUITMENT,N/N|SpyCatcher003|SpyCatcher003|SPYTAG_SPYCATCHER,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00071,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PAMO_A2_PTDH_I,PAMO_A_PTDH_I,-0.09225850785198833,-0.06529146025171893,-0.026967047600269398,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00072,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PAMO_A2_PTDH_I,PTDH_A2_PAMO_I,-0.09225850785198833,-0.39391420771308966,0.3016556998611013,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,I_GT_J,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00073,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PAMO_A2_PTDH_I,PTDH_A_PAMO_I,-0.09225850785198833,-0.41078802627748584,0.3185295184254975,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,I_GT_J,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00074,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PAMO_A2_PTDH_I,PTDH_PAMO_DIRECT,-0.09225850785198833,0.0,-0.09225850785198833,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00075,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PAMO_A_PTDH_I,PTDH_A2_PAMO_I,-0.06529146025171893,-0.39391420771308966,0.3286227474613707,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,I_GT_J,C/C|RIAD|RIDD|RIAD_RIDD,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00076,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PAMO_A_PTDH_I,PTDH_A_PAMO_I,-0.06529146025171893,-0.41078802627748584,0.3454965660257669,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,I_GT_J,C/C|RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00077,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PAMO_A_PTDH_I,PTDH_PAMO_DIRECT,-0.06529146025171893,0.0,-0.06529146025171893,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,J_GT_I,C/C|RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00078,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PTDH_A2_PAMO_I,PTDH_A_PAMO_I,-0.39391420771308966,-0.41078802627748584,0.01687381856439618,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,I_GT_J,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00079,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PTDH_A2_PAMO_I,PTDH_PAMO_DIRECT,-0.39391420771308966,0.0,-0.39391420771308966,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00080,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PAMO,PTDH_A_PAMO_I,PTDH_PAMO_DIRECT,-0.41078802627748584,0.0,-0.41078802627748584,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PAMO k_obs,J_GT_I,C/C|RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00081,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PAMO_A2_PTDH_I,PAMO_A_PTDH_I,-1.1331664514321946,-1.1675999484960689,0.03443349706387422,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,I_GT_J,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00082,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PAMO_A2_PTDH_I,PTDH_A2_PAMO_I,-1.1331664514321946,-0.7369655941662062,-0.3962008572659884,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00083,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PAMO_A2_PTDH_I,PTDH_A_PAMO_I,-1.1331664514321946,-0.15372777391451117,-0.9794386775176834,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00084,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PAMO_A2_PTDH_I,PTDH_PAMO_DIRECT,-1.1331664514321946,0.0,-1.1331664514321946,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00085,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PAMO_A_PTDH_I,PTDH_A2_PAMO_I,-1.1675999484960689,-0.7369655941662062,-0.43063435432986263,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD|RIDD|RIAD_RIDD,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00086,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PAMO_A_PTDH_I,PTDH_A_PAMO_I,-1.1675999484960689,-0.15372777391451117,-1.0138721745815578,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00087,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PAMO_A_PTDH_I,PTDH_PAMO_DIRECT,-1.1675999484960689,0.0,-1.1675999484960689,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00088,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PTDH_A2_PAMO_I,PTDH_A_PAMO_I,-0.7369655941662062,-0.15372777391451117,-0.583237820251695,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/C|RIAD|RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00089,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PTDH_A2_PAMO_I,PTDH_PAMO_DIRECT,-0.7369655941662062,0.0,-0.7369655941662062,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD-RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00090,SYS_PTDH_PAMO,PTDH_PAMO_TABLE2_PTDH,PTDH_A_PAMO_I,PTDH_PAMO_DIRECT,-0.15372777391451117,0.0,-0.15372777391451117,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT015,PTDH k_obs,J_GT_I,C/C|RIAD|RIDD|RIAD_RIDD,C/N|none|none|DIRECT_FUSION,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00091,SYS_S43_MEN_DH,V2_uM_SHCHC_min,S43C010,S43C011,0.7623373838745174,0.8702321250296703,-0.10789474115515285,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_LIU2020,initial_rate,J_GT_I,untagged GKAP/Shank/Homer condensate|PSD_condensate_spontaneous_recruitment|PSD_condensate_spontaneous_recruitment|OTHER_PROTEIN_RECRUITMENT,RIAD-Shank/RIAD-Homer condensate|PSD_condensate_RIAD_RIDD_recruitment|PSD_condensate_RIAD_RIDD_recruitment|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00092,SYS_S43_QUINOLINATE,V2_g_L_quinolinate_4d,S43C004,S43C005,1.4854268271702418,-0.5145731728297583,2.0,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_ZHU2021,titer,I_GT_J,RIDD-NadA + NadB-RIAD|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,RIDD-NadA + RIAD-NadB|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00093,SYS_S43_QUINOLINATE,V2_g_L_quinolinate_4d,S43C004,S43C006,1.4854268271702418,1.8875252707415875,-0.4020984435713457,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_ZHU2021,titer,J_GT_I,RIDD-NadA + NadB-RIAD|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,NadA-RIDD + NadB-RIAD|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00094,SYS_S43_QUINOLINATE,V2_g_L_quinolinate_4d,S43C004,S43C007,1.4854268271702418,1.2630344058337937,0.2223924213364481,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_ZHU2021,titer,I_GT_J,RIDD-NadA + NadB-RIAD|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,NadA-RIDD + RIAD-NadB|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00095,SYS_S43_QUINOLINATE,V2_g_L_quinolinate_4d,S43C005,S43C006,-0.5145731728297583,1.8875252707415875,-2.402098443571346,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_ZHU2021,titer,J_GT_I,RIDD-NadA + RIAD-NadB|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,NadA-RIDD + NadB-RIAD|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00096,SYS_S43_QUINOLINATE,V2_g_L_quinolinate_4d,S43C005,S43C007,-0.5145731728297583,1.2630344058337937,-1.777607578663552,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_ZHU2021,titer,J_GT_I,RIDD-NadA + RIAD-NadB|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,NadA-RIDD + RIAD-NadB|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00097,SYS_S43_QUINOLINATE,V2_g_L_quinolinate_4d,S43C006,S43C007,1.8875252707415875,1.2630344058337937,0.6244908649077938,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_ZHU2021,titer,I_GT_J,NadA-RIDD + NadB-RIAD|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,NadA-RIDD + RIAD-NadB|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD_intracellular_recruitment|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00098,SYS_S43_ZEAXANTHIN,V2_mg_L_zeaxanthin,S43C008,S43C009,0.2820353677638496,0.4830828867019426,-0.20104751893809303,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_S43_LARROUDE2024,titer,J_GT_I,3x PaCrtZ-RIAD|RIAD_RIDD_homotrimer|RIAD_RIDD_homotrimer|RIAD_RIDD,2x PaCrtZ-RIDD + 1x PaCrtZ-RIAD|RIAD_RIDD_homotrimer|RIAD_RIDD_homotrimer|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00099,SYS_TGT018,V2_in_vivo_indigo_production,P1_TGT018_Strain04,P1_TGT018_Strain11,0.11370049916472831,0.3334237337251918,-0.2197232345604635,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT018,indigo_titer_ratio,J_GT_I,intermolecular self assembly|PB1C-PB2N|PB1C-PB2N|OTHER_PROTEIN_RECRUITMENT,intermolecular self assembly|PB1C-PB2N + importin-PB2C + RIAD-RIDD|PB1C-PB2N + importin-PB2C + RIAD-RIDD|OTHER_PROTEIN_RECRUITMENT,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00100,SYS_TGT019,V2_in_vivo_shake_flask,P1_TGT019_BFA02,P1_TGT019_BFA02-A,0.4918530963296747,-0.02272007650008353,0.5145731728297582,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT019,L_fucose_titer,I_GT_J,intermolecular peptide assembly|RIAD-RIDD|RIAD-RIDD|RIAD_RIDD,intermolecular peptide assembly|RIAD-RIDD|RIAD-RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00101,SYS_TGT019,V2_in_vivo_shake_flask,P1_TGT019_BFA02,P1_TGT019_BFA02-D,0.4918530963296747,0.30378074817710293,0.1880723481525718,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT019,L_fucose_titer,I_GT_J,intermolecular peptide assembly|RIAD-RIDD|RIAD-RIDD|RIAD_RIDD,intermolecular peptide assembly|RIAD-RIDD|RIAD-RIDD|RIAD_RIDD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
