study_id,system_id,construct_id,assay_id,endpoint,endpoint_taxonomy,raw_value,unit,matched_control,control_taxonomy,control_value,replicate_n,mean,SD,SE,CI,statistical_test,p_value_if_reported,source_type,figure,table,SI_page,digitized,extraction_type,panel,digitization_method,estimated_extraction_uncertainty,extraction_notes,quality_flags
STUDY_S43_LARROUDE2024,SYS_S43_ZEAXANTHIN,S43C008,V2_mg_L_zeaxanthin,titer,TITER,0.2820353677638496,log2 scaffolded_over_matched_control,source-audited matched control represented by phenotype_log2FC,OTHER,0,NA,0.2820353677638496,NA,NA,NA,NA,NA,SOURCE_DATA_VALUE,NA,PSCI_LITERATURE_DEVELOPMENT_V2,NA,false,SOURCE_DATA_VALUE,NA,NA,NA,Inherited frozen V2 standardized quantitative label; absolute raw source value not always retained in V2,INHERITED_V2_STANDARDIZED_LABEL;MISSING_REPLICATES
STUDY_S43_LARROUDE2024,SYS_S43_ZEAXANTHIN,S43C009,V2_mg_L_zeaxanthin,titer,TITER,0.4830828867019426,log2 scaffolded_over_matched_control,source-audited matched control represented by phenotype_log2FC,OTHER,0,NA,0.4830828867019426,NA,NA,NA,NA,NA,SOURCE_DATA_VALUE,NA,PSCI_LITERATURE_DEVELOPMENT_V2,NA,false,SOURCE_DATA_VALUE,NA,NA,NA,Inherited frozen V2 standardized quantitative label; absolute raw source value not always retained in V2,INHERITED_V2_STANDARDIZED_LABEL;MISSING_REPLICATES
STUDY_S43_LIU2020,SYS_S43_MEN_DH,S43C010,V2_uM_SHCHC_min,initial_rate,PRODUCTIVITY,0.7623373838745174,log2 scaffolded_over_matched_control,source-audited matched control represented by phenotype_log2FC,OTHER,0,NA,0.7623373838745174,NA,NA,NA,NA,NA,SOURCE_DATA_VALUE,NA,PSCI_LITERATURE_DEVELOPMENT_V2,NA,false,SOURCE_DATA_VALUE,NA,NA,NA,Inherited frozen V2 standardized quantitative label; absolute raw source value not always retained in V2,INHERITED_V2_STANDARDIZED_LABEL;MISSING_REPLICATES
STUDY_S43_LIU2020,SYS_S43_MEN_DH,S43C011,V2_uM_SHCHC_min,initial_rate,PRODUCTIVITY,0.8702321250296703,log2 scaffolded_over_matched_control,source-audited matched control represented by phenotype_log2FC,OTHER,0,NA,0.8702321250296703,NA,NA,NA,NA,NA,SOURCE_DATA_VALUE,NA,PSCI_LITERATURE_DEVELOPMENT_V2,NA,false,SOURCE_DATA_VALUE,NA,NA,NA,Inherited frozen V2 standardized quantitative label; absolute raw source value not always retained in V2,INHERITED_V2_STANDARDIZED_LABEL;MISSING_REPLICATES
STUDY_S43_LIU2020,SYS_S43_IDI_ISPA,S43C012,V2_uM_FPP_h,initial_rate,PRODUCTIVITY,0.5926160732645915,log2 scaffolded_over_matched_control,source-audited matched control represented by phenotype_log2FC,OTHER,0,NA,0.5926160732645915,NA,NA,NA,NA,NA,SOURCE_DATA_VALUE,NA,PSCI_LITERATURE_DEVELOPMENT_V2,NA,false,SOURCE_DATA_VALUE,NA,NA,NA,Inherited frozen V2 standardized quantitative label; absolute raw source value not always retained in V2,INHERITED_V2_STANDARDIZED_LABEL;MISSING_REPLICATES
STUDY_TGT002,SYS_TGT002,P1_TGT002_P2P5S3_confirmed,P1_in_vivo_24h_fermentation_GC_FID,specific_productivity,SPECIFIC_ACTIVITY,14.8,mg_L-1_OD-1,P2P5S0,OTHER,8.5,3,14.8,NA,NA,NA,NA,NA,TEXT_VALUE,main Fig 6c and text,NA,main Fig 6c and text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJS01,P1_in_vivo_shake_flask,2FL_titer,TITER,3.6,g/L,EZJ06,OTHER,3.92,3,3.6,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJS02,P1_in_vivo_shake_flask,2FL_titer,TITER,2.4,g/L,EZJ06,OTHER,3.92,3,2.4,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJS03,P1_in_vivo_shake_flask,2FL_titer,TITER,2.2,g/L,EZJ06,OTHER,3.92,3,2.2,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ16,P1_in_vivo_shake_flask,2FL_titer,TITER,1.9,g/L,EZJ06,OTHER,3.92,3,1.9,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ17,P1_in_vivo_shake_flask,2FL_titer,TITER,2.03,g/L,EZJ06,OTHER,3.92,3,2.03,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ18,P1_in_vivo_shake_flask,2FL_titer,TITER,3.2,g/L,EZJ06,OTHER,3.92,3,3.2,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ19,P1_in_vivo_shake_flask,2FL_titer,TITER,3.4,g/L,EZJ06,OTHER,3.92,3,3.4,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ20,P1_in_vivo_shake_flask,2FL_titer,TITER,3.75,g/L,EZJ06,OTHER,3.92,3,3.75,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ21,P1_in_vivo_shake_flask,2FL_titer,TITER,3.88,g/L,EZJ06,OTHER,3.92,3,3.88,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ22,P1_in_vivo_shake_flask,2FL_titer,TITER,4.6,g/L,EZJ06,OTHER,3.92,3,4.6,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ23,P1_in_vivo_shake_flask,2FL_titer,TITER,4.8,g/L,EZJ06,OTHER,3.92,3,4.8,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJS06,P1_in_vivo_shake_flask,2FL_titer,TITER,3.14,g/L,EZJ06,OTHER,3.92,3,3.14,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJS07,P1_in_vivo_shake_flask,2FL_titer,TITER,3.48,g/L,EZJ06,OTHER,3.92,3,3.48,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJS08,P1_in_vivo_shake_flask,2FL_titer,TITER,3.48,g/L,EZJ06,OTHER,3.92,3,3.48,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJS09,P1_in_vivo_shake_flask,2FL_titer,TITER,3.89,g/L,EZJ06,OTHER,3.92,3,3.89,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ24,P1_in_vivo_shake_flask,2FL_titer,TITER,0.46,g/L,EZJ06,OTHER,3.92,3,0.46,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ25,P1_in_vivo_shake_flask,2FL_titer,TITER,2.36,g/L,EZJ06,OTHER,3.92,3,2.36,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ26,P1_in_vivo_shake_flask,2FL_titer,TITER,3.89,g/L,EZJ06,OTHER,3.92,3,3.89,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ27,P1_in_vivo_shake_flask,2FL_titer,TITER,3.99,g/L,EZJ06,OTHER,3.92,3,3.99,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ28,P1_in_vivo_shake_flask,2FL_titer,TITER,4.02,g/L,EZJ06,OTHER,3.92,3,4.02,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT038,SYS_TGT038,P1_TGT038_EZJ29,P1_in_vivo_shake_flask,2FL_titer,TITER,3.66,g/L,EZJ06,OTHER,3.92,3,3.66,NA,NA,NA,NA,NA,TEXT_VALUE,main Figs 2-5 + text,NA,main Figs 2-5 + text,false,TEXT_VALUE,NA,NA,NA,reported_mean_SD_in_figure_unless_text_value_only,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PTDH_A_PAMO_I,PTDH_PAMO_TABLE2_PAMO,PAMO k_obs,SPECIFIC_ACTIVITY,0.85,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,1.13,NA,0.85,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PTDH_A_PAMO_I,PTDH_PAMO_TABLE2_PTDH,PTDH k_obs,SPECIFIC_ACTIVITY,4.18,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,4.65,NA,4.18,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PTDH_A2_PAMO_I,PTDH_PAMO_TABLE2_PAMO,PAMO k_obs,SPECIFIC_ACTIVITY,0.86,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,1.13,NA,0.86,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PTDH_A2_PAMO_I,PTDH_PAMO_TABLE2_PTDH,PTDH k_obs,SPECIFIC_ACTIVITY,2.79,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,4.65,NA,2.79,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PAMO_A_PTDH_I,PTDH_PAMO_TABLE2_PAMO,PAMO k_obs,SPECIFIC_ACTIVITY,1.08,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,1.13,NA,1.08,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PAMO_A_PTDH_I,PTDH_PAMO_TABLE2_PTDH,PTDH k_obs,SPECIFIC_ACTIVITY,2.07,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,4.65,NA,2.07,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PAMO_A2_PTDH_I,PTDH_PAMO_TABLE2_PAMO,PAMO k_obs,SPECIFIC_ACTIVITY,1.06,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,1.13,NA,1.06,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PAMO_A2_PTDH_I,PTDH_PAMO_TABLE2_PTDH,PTDH k_obs,SPECIFIC_ACTIVITY,2.12,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,4.65,NA,2.12,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PTDH_PAMO_DIRECT,PTDH_PAMO_TABLE2_PAMO,PAMO k_obs,SPECIFIC_ACTIVITY,1.13,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,1.13,NA,1.13,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_TGT015,SYS_PTDH_PAMO,PTDH_PAMO_DIRECT,PTDH_PAMO_TABLE2_PTDH,PTDH k_obs,SPECIFIC_ACTIVITY,4.65,s^-1,PTDH-PAMO direct fusion,DIRECT_FUSION,4.65,NA,4.65,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 2,NA,false,TABLE_VALUE,NA,NA,NA,author-reported mean ± SD; SD retained in SAE registry where available,HIGH_CONFIDENCE
STUDY_DPS2026,SYS_ADH_ATA117,DPS_2DNECR,DPS_TABLE3_Vmax,Vmax,PRODUCTIVITY,0.496,umol/min,2DNECR,WT_ARCHITECTURE,0.496,3,0.496,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_DPS2026,SYS_ADH_ATA117,DPS_2DNECR,DPS_TABLE3_Km,Km,SPECIFIC_ACTIVITY,22.781,mM,2DNECR,WT_ARCHITECTURE,22.781,3,22.781,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_DPS2026,SYS_ADH_ATA117,DPS_2DNECR,DPS_TABLE3_Kcat,Kcat,SPECIFIC_ACTIVITY,19.427,s^-1,2DNECR,WT_ARCHITECTURE,19.427,3,19.427,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_DPS2026,SYS_ADH_ATA117,DPS_2DNECR,DPS_TABLE3_Kcat_Km,Kcat/Km,SPECIFIC_ACTIVITY,0.853,s^-1 mM^-1,2DNECR,WT_ARCHITECTURE,0.853,3,0.853,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_DPS2026,SYS_ADH_ATA117,DPS_3DNECR,DPS_TABLE3_Vmax,Vmax,PRODUCTIVITY,0.572,umol/min,2DNECR,WT_ARCHITECTURE,0.496,3,0.572,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_DPS2026,SYS_ADH_ATA117,DPS_3DNECR,DPS_TABLE3_Km,Km,SPECIFIC_ACTIVITY,23.886,mM,2DNECR,WT_ARCHITECTURE,22.781,3,23.886,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_DPS2026,SYS_ADH_ATA117,DPS_3DNECR,DPS_TABLE3_Kcat,Kcat,SPECIFIC_ACTIVITY,25.979,s^-1,2DNECR,WT_ARCHITECTURE,19.427,3,25.979,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_DPS2026,SYS_ADH_ATA117,DPS_3DNECR,DPS_TABLE3_Kcat_Km,Kcat/Km,SPECIFIC_ACTIVITY,1.088,s^-1 mM^-1,2DNECR,WT_ARCHITECTURE,0.853,3,1.088,NA,NA,NA,NA,NA,TABLE_VALUE,NA,Table 3,NA,false,TABLE_VALUE,NA,NA,NA,each substrate concentration tested in triplicate; fitted kinetic parameter uncertainty not reported,EXACT;UNCERTAINTY_NOT_REPORTED
STUDY_EXT_GLYCAN2025,SYS_EXT_LGTA_WBGO,EXT_LGTA_WBGO_IMM,EXT_GLYCAN_FIG7_SYS_EXT_LGTA_WBGO,LNT yield at 24 h,YIELD,74,% product yield,free SpyC-glycosyltransferase pair,UNSCAFFOLDED,96,NA,74,NA,NA,NA,NA,NA,TEXT_VALUE,Figure 7,NA,NA,false,TEXT_VALUE,B/D,NA,NA,exact values printed in publisher XML figure caption; metadata preregistered before reveal,HIGH_CONFIDENCE;MISSING_REPLICATES
STUDY_EXT_GLYCAN2025,SYS_EXT_LGTA_WBGO,EXT_LGTA_WBGO_FREE,EXT_GLYCAN_FIG7_SYS_EXT_LGTA_WBGO,LNT yield at 24 h,YIELD,96,% product yield,free SpyC-glycosyltransferase pair,UNSCAFFOLDED,96,NA,96,NA,NA,NA,NA,NA,TEXT_VALUE,Figure 7,NA,NA,false,TEXT_VALUE,B/D,NA,NA,exact values printed in publisher XML figure caption; metadata preregistered before reveal,HIGH_CONFIDENCE;MISSING_REPLICATES
STUDY_EXT_GLYCAN2025,SYS_EXT_LGTA_B4GALT,EXT_LGTA_B4GALT_IMM,EXT_GLYCAN_FIG7_SYS_EXT_LGTA_B4GALT,LNnT yield at 24 h,YIELD,47,% product yield,free SpyC-glycosyltransferase pair,UNSCAFFOLDED,93,NA,47,NA,NA,NA,NA,NA,TEXT_VALUE,Figure 7,NA,NA,false,TEXT_VALUE,C/E,NA,NA,exact values printed in publisher XML figure caption; metadata preregistered before reveal,HIGH_CONFIDENCE;MISSING_REPLICATES
STUDY_EXT_GLYCAN2025,SYS_EXT_LGTA_B4GALT,EXT_LGTA_B4GALT_FREE,EXT_GLYCAN_FIG7_SYS_EXT_LGTA_B4GALT,LNnT yield at 24 h,YIELD,93,% product yield,free SpyC-glycosyltransferase pair,UNSCAFFOLDED,93,NA,93,NA,NA,NA,NA,NA,TEXT_VALUE,Figure 7,NA,NA,false,TEXT_VALUE,C/E,NA,NA,exact values printed in publisher XML figure caption; metadata preregistered before reveal,HIGH_CONFIDENCE;MISSING_REPLICATES
STUDY_EXT_CHEAH2023,SYS_EXT_FPPS_NES,EXT_FPPS_NES_COEXP_FREE,ASSAY_EXT_CHEAH_NEROLIDOL_72H,nerolidol titer at 72 h relative to Coexpressed Free,TITER,1.0,fold_vs_Coexpressed_Free,EXT_FPPS_NES_COEXP_FREE,UNSCAFFOLDED,1,3,NA,NA,NA,NA,NA,NA,publisher main article,Figure 2c,NA,NA,false,TEXT_VALUE,c,NA,approximate fold symbol in Results text,"Results reports approximately 11-, 30-, and 62-fold; control defined as 1. Linked VLP anomalous multicopy clone omitted by authors.",HIGH_CONFIDENCE;TEXT_APPROXIMATE_FOLD;UNCERTAINTY_NOT_NUMERICALLY_REPORTED
STUDY_EXT_CHEAH2023,SYS_EXT_FPPS_NES,EXT_FPPS_NES_COEXP_VLP,ASSAY_EXT_CHEAH_NEROLIDOL_72H,nerolidol titer at 72 h relative to Coexpressed Free,TITER,11.0,fold_vs_Coexpressed_Free,EXT_FPPS_NES_COEXP_FREE,UNSCAFFOLDED,1,3,NA,NA,NA,NA,NA,NA,publisher main article,Figure 2c,NA,NA,false,TEXT_VALUE,c,NA,approximate fold symbol in Results text,"Results reports approximately 11-, 30-, and 62-fold; control defined as 1. Linked VLP anomalous multicopy clone omitted by authors.",HIGH_CONFIDENCE;TEXT_APPROXIMATE_FOLD;UNCERTAINTY_NOT_NUMERICALLY_REPORTED
STUDY_EXT_CHEAH2023,SYS_EXT_FPPS_NES,EXT_FPPS_NES_LINKED_VLP,ASSAY_EXT_CHEAH_NEROLIDOL_72H,nerolidol titer at 72 h relative to Coexpressed Free,TITER,30.0,fold_vs_Coexpressed_Free,EXT_FPPS_NES_COEXP_FREE,UNSCAFFOLDED,1,2,NA,NA,NA,NA,NA,NA,publisher main article,Figure 2c,NA,NA,false,TEXT_VALUE,c,NA,approximate fold symbol in Results text,"Results reports approximately 11-, 30-, and 62-fold; control defined as 1. Linked VLP anomalous multicopy clone omitted by authors.",HIGH_CONFIDENCE;TEXT_APPROXIMATE_FOLD;UNCERTAINTY_NOT_NUMERICALLY_REPORTED
STUDY_EXT_CHEAH2023,SYS_EXT_FPPS_NES,EXT_FPPS_NES_LINKED_FREE,ASSAY_EXT_CHEAH_NEROLIDOL_72H,nerolidol titer at 72 h relative to Coexpressed Free,TITER,62.0,fold_vs_Coexpressed_Free,EXT_FPPS_NES_COEXP_FREE,UNSCAFFOLDED,1,3,NA,NA,NA,NA,NA,NA,publisher main article,Figure 2c,NA,NA,false,TEXT_VALUE,c,NA,approximate fold symbol in Results text,"Results reports approximately 11-, 30-, and 62-fold; control defined as 1. Linked VLP anomalous multicopy clone omitted by authors.",HIGH_CONFIDENCE;TEXT_APPROXIMATE_FOLD;UNCERTAINTY_NOT_NUMERICALLY_REPORTED
